doc_label,doc_content
doyle-0-36,'s good thought boy
doyle-0-36,'m dead sure enough thing charge
doyle-0-37,groaned figure turned head showing pair little gold rings half hidden curly black hair
doyle-0-38,aha
doyle-0-38,feel pretty well
doyle-0-38,lie still trim better
doyle-0-39,swift jerk sculled flickering boat head foamless sea lifted twenty full feet slide glassy pit beyond
doyle-0-39,mountain climbing interrupt blue jersey 's talk
doyle-0-39,fine good job say catch
doyle-0-39,eh wha
doyle-0-39,better good job say boat catch
doyle-0-39,come fall
doyle-0-40,sick harvey sick could n't help
doyle-0-41,time blow horn boat yaw little
doyle-0-41,see come
doyle-0-41,eh wha
doyle-0-41,think cut baits screw dreeft dreeft make big fish
doyle-0-41,shall die time
doyle-0-42,harvey could see life particularly safe lay
doyle-0-43,dory manuel name come schooner 'we 're gloucester
doyle-0-43,live gloucester
doyle-0-43,get supper
doyle-0-43,eh wha
doyle-0-44,seemed two pairs hands head cast iron content blowing big conch shell must needs stand swaying sway flat bottomed dory send grinding thuttering shriek fog
doyle-0-44,long entertainment lasted harvey could remember lay back terrified sight smoking swells
doyle-0-44,fancied heard gun horn shouting
doyle-0-44,something bigger dory quite lively loomed alongside
doyle-0-44,several voices talked dropped dark heaving hole men oilskins gave hot drink took clothes fell asleep
doyle-0-45,waked listened first breakfast bell steamer wondering stateroom grown small
doyle-0-45,turning looked narrow triangular cave lit lamp hung huge square beam
doyle-0-45,three cornered table within arm 's reach ran angle bows foremast
doyle-0-45,end behind well used plymouth stove sat boy age flat red face pair twinkling grey eyes
doyle-0-45,dressed blue jersey high rubber boots
doyle-0-45,several pairs sort foot wear old cap worn woolen socks lay floor black yellow oilskins swayed fro beside bunks
doyle-0-45,place packed full smells bale cotton
doyle-0-45,oilskins peculiarly thick flavour made sort background smells fried fish burnt grease paint pepper stale tobacco hooped together one encircling smell ship salt water
doyle-0-45,harvey saw disgust sheets bed place
doyle-0-45,lying piece dingy ticking full lumps nubbles
doyle-0-45,boat 's motion steamer
doyle-0-45,neither sliding rolling rather wriggling silly aimless way like colt end halter
doyle-0-45,water noises ran close ear beams creaked whined
doyle-0-45,things made grunt despairingly think mother
doyle-0-46,feelin better
doyle-0-46,boy grin
doyle-0-46,hev coffee
doyle-0-46,brought tin cup full sweetened molasses
doyle-0-47,n't milk
doyle-0-47,harvey looking round dark double tier bunks expected find cow
doyle-0-48,well boy
doyle-0-48,ner ai n't likely till 'baout mid september
doyle-0-48,'tai n't bad coffee
doyle-0-48,made
doyle-0-49,harvey drank silence boy handed plate full pieces crisp fried pork ate ravenously
doyle-0-50,'ve dried clothes
doyle-0-50,guess 've shrunk boy
doyle-0-50,ai n't style much none 'em
doyle-0-50,twist round see ef 're hurt
doyle-0-51,harvey stretched every direction could report injuries
doyle-0-52,'s good boy heartily
doyle-0-52,fix yerself go deck
doyle-0-52,dad wants see
doyle-0-52,'m son dan call 'm cook 's helper everything else aboard 's dirty men
doyle-0-52,ai n't boy 'cep sence otto went overboard dutchy twenty year old
doyle-0-52,'d come fall dead flat ca'am
doyle-0-53,'t n't calm harvey sulkily
doyle-0-53,gale seasick
doyle-0-53,guess must rolled rail
doyle-0-54,little common swell yes'day last night boy
doyle-0-54,ef thet 's notion gale whistled
doyle-0-54,'ll know 'fore 're
doyle-0-54,hurry
doyle-0-54,dad 's waitin
doyle-0-55,like many unfortunate young people harvey never life received direct order never least without long sometimes tearful explanations advantages obedience reasons request
doyle-0-55,mrs cheyne lived fear breaking spirit perhaps reason walked edge nervous prostration
doyle-0-55,could see expected hurry man 's pleasure
doyle-0-55,dad come 's anxious talk
doyle-0-55,want take new york right away
doyle-0-55,'ll pay
doyle-0-56,dan opened eyes size beauty joke dawned
doyle-0-56,say dad
doyle-0-56,shouted fo c'sle hatch says kin slip see ef 're anxious way
doyle-0-56,'hear dad
doyle-0-57,answer came back deepest voice harvey ever heard human chest quit foolin dan send
doyle-0-58,dan sniggered threw harvey warped bicycle shoes
doyle-0-58,something tones deck made boy dissemble extreme rage console thought gradually unfolding tale father 's wealth voyage home
doyle-0-58,rescue would certainly make hero among friends life
doyle-0-58,hoisted deck perpendicular ladder stumbled aft score obstructions small thick set clean shaven man grey eyebrows sat step led quarter deck
doyle-0-58,swell passed night leaving long oily sea dotted round horizon sails dozen fishing boats
doyle-0-58,lay little black specks showing dories fishing
doyle-0-58,schooner triangular riding sail mainmast played easily anchor except man cabin roof house call deserted
doyle-0-59,mornin good afternoon say
doyle-0-59,'ve nigh slep clock around young feller greeting
doyle-0-60,mornin harvey
doyle-0-60,like called young feller one rescued drowning expected sympathy
doyle-0-60,mother suffered agonies whenever got feet wet mariner seem excited
doyle-0-61,naow let 's hear abaout
doyle-0-61,'s quite providential first last fer concerned
doyle-0-61,might name
doyle-0-61,mistrust 's noo york baound mistrust 's europe
doyle-0-62,harvey gave name name steamer short history accident winding demand taken back immediately new york father would pay anything one chose name
doyle-0-63,h 'm shaven man quite unmoved end harvey 's speech
doyle-0-63,ca n't say think special man boy even falls overboard kind packet flat ca'am
doyle-0-63,least excuse thet 's seasick
doyle-0-64,excuse
doyle-0-64,cried harvey
doyle-0-64,d'you suppose 'd fall overboard dirty little boat fun
doyle-0-65,knowin notions fun may ca n't rightly say young feller
doyle-0-65,would n't call boat providence means savin ye names
doyle-0-65,first place 's blame irreligious
doyle-0-65,second 's annoyin feelin 's 'm disko troop 're gloucester n't seem rightly know
doyle-0-66,n't know n't care harvey
doyle-0-66,'m grateful enough saved course want understand sooner take back new york better 'll pay
doyle-0-67,meanin haow
doyle-0-67,troop raised one shaggy eyebrow suspiciously mild blue eye
doyle-0-68,dollars cents harvey delighted think making impression
doyle-0-68,cold dollars cents
doyle-0-68,thrust hand pocket threw stomach little way grand
doyle-0-68,'ve done best day 's work ever life pulled
doyle-0-68,'m son harvey cheyne
doyle-0-69,'s bin favoured disko drily
doyle-0-70,n't know harvey cheyne n't know much 's
doyle-0-70,turn around let 's hurry
doyle-0-71,harvey notion greater part america filled people discussing envying father 's dollars
doyle-0-72,mebbe mebbe n't
doyle-0-72,take reef stummick young feller
doyle-0-72,'s full vittles
doyle-0-73,harvey heard chuckle dan pretending busy stump foremast blood rushed face
doyle-0-73,'ll pay
doyle-0-73,suppose shall get new york
doyle-0-74,n't use noo york
doyle-0-74,ner boston
doyle-0-74,may see eastern point september pa 'm real sorry hai n't heerd tell may give ten dollars efter talk
doyle-0-74,course may n't
doyle-0-75,ten dollars
doyle-0-75,see harvey dived pocket wad bills
doyle-0-75,brought soggy packet cigarettes
doyle-0-76,lawful currency bad lungs
doyle-0-76,heave 'em overboard young feller try ag'in
doyle-0-77,'s stolen
doyle-0-77,cried harvey hotly
doyle-0-78,'ll hev wait till see pa reward
doyle-0-79,hundred thirty four dollars stolen harvey hunting wildly pockets
doyle-0-79,give back
doyle-0-80,curious change flitted across old troop 's hard face
doyle-0-80,might doin time life one hundred thirty four dollars young feller
doyle-0-81,part pocket money month
doyle-0-81,harvey thought would knockdown blow indirectly
doyle-0-82,oh
doyle-0-82,one hundred thirty four dollars part pocket money one month
doyle-0-82,n't remember hittin anything fell
doyle-0-82,crack ag'in stanchion le 's say
doyle-0-82,old man hasken east wind troop seemed talking tripped hatch butted mainmast head hardish
doyle-0-82,'baout three weeks afterwards old man hasken would hev east wind commerce destroyin man war declared war sable island bridish shoals run aout far
doyle-0-82,sewed bed bag head feet appearin fer rest trip 's home essex playin little rag dolls
doyle-0-83,harvey choked rage troop went consolingly 're sorry fer
doyle-0-83,'re sorry fer young
doyle-0-83,wo n't say abaout money guess
doyle-0-84,'course wo n't
doyle-0-84,stole
doyle-0-85,suit
doyle-0-85,stole ef 's comfort
doyle-0-85,naow abaout goin back
doyle-0-85,allowin could ca n't ai n't fit state go back home 've jest come banks workin fer bread
doyle-0-85,n't see ha'af hundred dollars month let alone pocket money good luck 'll ashore somewheres abaout first weeks september
doyle-0-86,'s may ca n't stay doin nothing want fish
doyle-0-86,ca n't tell
doyle-0-87,right jest jest right
doyle-0-87,one asks nothin
doyle-0-87,'s heap otto went overboard le
doyle-0-87,mistrust lost grip gale f'und
doyle-0-87,anyways never come back deny
doyle-0-87,'ve turned plain plumb providential concerned
doyle-0-87,mistrust though 's ruther things kin
doyle-0-87,ai n't thet
doyle-0-88,make lively crowd get ashore harvey vicious nod murmuring vague threats piracy troop almost quite smiled
doyle-0-89,excep talk
doyle-0-89,'d forgot
doyle-0-89,ai n't asked talk n 've mind aboard 're
doyle-0-89,keep eyes open help dan ez 's bid sechlike 'll give ai n't wuth 'll give ten ha'af month say thirty five end trip
doyle-0-89,little work ease head kin tell us abaout dad n money efterwards
doyle-0-90,'s steamer harvey eyes fill tears
doyle-0-90,take new york
doyle-0-91,poor woman poor woman
doyle-0-91,back 'll forgit though
doyle-0-91,'s eight us 're ef went back naow 's n thousand mile 'd lose season
doyle-0-91,men would n't hev allowin agreeable
doyle-0-92,father would make right
doyle-0-93,'d try
doyle-0-93,n't doubt 'd try troop whole season 's catch eight men 's bread 'll better health see fall
doyle-0-93,go forward help dan
doyle-0-93,'s ten ha'af month ez course f'und ez rest us
doyle-0-94,mean 'm clean pots pans things
doyle-0-94,harvey
doyle-0-95,things
doyle-0-95,'ve call shout young feller
doyle-0-96,wo n't
doyle-0-96,father give enough buy dirty little fish kettle harvey stamped deck ten times take new york safe 're hundred thirty anyway
doyle-0-97,ha ow
doyle-0-97,troop iron face darkening
doyle-0-98,know well enough
doyle-0-98,top want menial work harvey proud adjective till fall
doyle-0-98,tell
doyle-0-98,hear
doyle-0-99,troop regarded top mainmast deep interest harvey harangued fiercely around
doyle-0-100,hsh
doyle-0-100,last
doyle-0-100,'m figurin responsibilities mind
doyle-0-100,'s matter jedgment
doyle-0-101,dan stole plucked harvey elbow
doyle-0-101,n't go tamperin dad pleaded
doyle-0-101,'ve called thief two three times n't take livin bein
doyle-0-102,wo n't
doyle-0-102,harvey almost shrieked disregarding advice still troop meditated
doyle-0-103,seems kinder unneighbourly last eye travelling harvey
doyle-0-103,n't blame mite young feller wo n't blame bile 's systim
doyle-0-103,'be sure sense say
doyle-0-103,ten ha'af fer second boy schooner f'und fer teach fer sake health
doyle-0-103,yes
doyle-0-104,harvey
doyle-0-104,take back new york 'll see
doyle-0-105,exactly remember followed
doyle-0-105,lying scuppers holding nose bled troop looked serenely
doyle-0-106,dan son sot ag'in young feller first saw account hasty jedgments
doyle-0-106,never led astray hasty jedgments dan
doyle-0-106,naow 'm sorry 's clear distracted upper works
doyle-0-106,ai n't responsible fer names 's give fer statements fer jumpin overboard 'm abaout ha'af convinced
doyle-0-106,gentle dan r 'll give twice 've give
doyle-0-106,hemmeridges clears head
doyle-0-106,let sluice
doyle-0-107,troop went solemnly cabin older men bunked leaving dan comfort luckless heir thirty millions
doyle-1-0,chapter ii
doyle-1-1,warned ye dan drops fell thick fast dark oiled planking
doyle-1-1,dad ai n't noways hasty fair earned
doyle-1-1,pshaw
doyle-1-1,'s sense takin
doyle-1-1,harvey 's shoulders rising falling spasms dry sobbing
doyle-1-1,know feelin
doyle-1-1,first time dad laid last first trip
doyle-1-1,makes ye feel sickish lonesome
doyle-1-1,know
doyle-1-2,moaned harvey
doyle-1-2,man 's either crazy drunk ca n't anything
doyle-1-3,n't say dad whispered dan
doyle-1-3,'s set ag'in liquor well told madman
doyle-1-3,creation made call thief
doyle-1-3,'s dad
doyle-1-4,harvey sat mopped nose told story missing wad bills
doyle-1-4,'m crazy wound
doyle-1-4,father never seen five dollar bill time father could buy boat week never miss
doyle-1-5,n't know 're 's worth
doyle-1-5,dad must hey pile money
doyle-1-5,git
doyle-1-5,dad sez loonies ca n't shake straight yarn
doyle-1-5,go ahead
doyle-1-6,gold mines things west
doyle-1-7,'ve read kind business
doyle-1-7,west
doyle-1-7,go around pistol trick pony ez circus
doyle-1-7,call wild west 've heard spurs bridles solid silver
doyle-1-8,chump
doyle-1-8,harvey amused spite
doyle-1-8,father n't use ponies
doyle-1-8,wants ride takes car
doyle-1-9,haow
doyle-1-9,lobster car
doyle-1-10,private car course
doyle-1-10,'ve seen private car time life
doyle-1-11,slatin beeman hez one dan cautiously
doyle-1-11,saw union depot boston three niggers hoggin run
doyle-1-11,dan meant cleaning windows
doyle-1-11,slatin beeman owns 'baout every railroad long island say say 's bought 'baout ha'af noo hampshire run line fence around filled lions tigers bears buffalo crocodiles
doyle-1-11,slatin beeman 's millionaire
doyle-1-11,'ve seen car
doyle-1-11,yes
doyle-1-12,well father 's call multi millionaire two private cars
doyle-1-12,one 's named 'harvey one mother 'constance
doyle-1-13,hold dan
doyle-1-13,dad n't ever let swear guess
doyle-1-13,'fore go ahead want say hope may die 're lying
doyle-1-14,course harvey
doyle-1-15,thet ai n't 'nuff
doyle-1-15,say 'hope may die ai n't speakin truth
doyle-1-16,hope may die right harvey every word 've spoken n't cold truth
doyle-1-17,hundred thirty four dollars
doyle-1-17,dan
doyle-1-17,heard ye talkin dad ha'af looked 'd swallered 's jonah
doyle-1-18,harvey protested red face
doyle-1-18,dan shrewd young person along lines ten minutes questioning convinced harvey lying much
doyle-1-18,besides bound terrible oath known boyhood yet sat alive red ended nose scuppers recounting marvels upon marvels
doyle-1-19,gosh
doyle-1-19,dan last bottom soul harvey completed inventory car named honour
doyle-1-19,grin mischievous delight overspread broad face
doyle-1-19,believe harvey
doyle-1-19,dad 's made mistake fer life
doyle-1-20,sure harvey meditating early revenge
doyle-1-21,'ll mad clear
doyle-1-21,dad jest hates mistook jedgments
doyle-1-21,dan lay back slapped thigh
doyle-1-21,oh harvey n't spile catch lettin
doyle-1-22,n't want knocked
doyle-1-22,'ll get even though
doyle-1-23,never heard man ever got even dad
doyle-1-23,'d knock ye sure
doyle-1-23,mistook 'd
doyle-1-23,gold mines pistols
doyle-1-24,never word pistols harvey cut oath
doyle-1-25,thet 's
doyle-1-25,two private cars one named fer one fer two hundred dollars month pocket money knocked scuppers fer workin fer ten ha'af month
doyle-1-25,'s top haul season
doyle-1-25,exploded noiseless chuckles
doyle-1-26,right
doyle-1-26,harvey thought found sympathiser
doyle-1-27,wrong wrongest kind wrong
doyle-1-27,take right hold pitch 'longside 'll catch 'll catch fer backin
doyle-1-27,dad always gives double helps 'cause 'm son hates favourin folk
doyle-1-27,'guess 're kinder mad dad
doyle-1-27,'ve way time
doyle-1-27,dad 's mighty jest man fleet says
doyle-1-28,looks like justice n't
doyle-1-28,harvey pointed outraged nose
doyle-1-29,thet 's nothin
doyle-1-29,lets shore blood outer
doyle-1-29,dad yer health
doyle-1-29,say though ca n't dealin 's man thinks dad one 're 's thief
doyle-1-29,ai n't common wharf end crowd manner means
doyle-1-29,'re fishermen 've shipped together six years
doyle-1-29,n't make mistake
doyle-1-29,told ye dad n't let swear
doyle-1-29,calls 'em vain oaths pounds ef could say 'baout pap fixin 's 'd say 'baout dollars
doyle-1-29,dunno pockets dried kit fer n't look see 'd say using words ez used jest neither dad two teched brought aboard knows anythin 'baout money
doyle-1-29,thet 's say
doyle-1-29,naow
doyle-1-30,bloodletting certainly cleared harvey 's brain maybe loneliness sea something
doyle-1-30,'s right
doyle-1-30,looked confusedly
doyle-1-30,'seems fellow saved drowning n't grateful dan
doyle-1-31,well shook silly dan
doyle-1-31,anyway dad aboard see
doyle-1-31,cook n't count
doyle-1-32,might thought losing bills way harvey half instead calling everybody sight thief 's father
doyle-1-33,cabin want
doyle-1-34,'ll see harvey stepped rather groggily head still singing cabin steps little ship 's clock hung plain sight wheel
doyle-1-34,troop chocolate yellow painted cabin busy note book enormous black pencil sucked hard time time
doyle-1-35,n't acted quite right harvey surprised meekness
doyle-1-36,'s wrong naow
doyle-1-36,skipper walked dan hev ye
doyle-1-37,'s
doyle-1-38,'m listen
doyle-1-39,well 'm take things back harvey quickly
doyle-1-39,man 's saved drowning gulped
doyle-1-40,ey
doyle-1-40,'ll make man yet ef go way
doyle-1-41,ought n't begin calling people names
doyle-1-42,jest right right jest troop ghost dry smile
doyle-1-43,'m say 'm sorry
doyle-1-43,another big gulp
doyle-1-44,troop heaved slowly locker sitting held eleven inch hand
doyle-1-44,mistrusted 'twould sights good shows n't mistook jedgments
doyle-1-44,smothered chuckle deck caught ear
doyle-1-44,seldom mistook jedgments
doyle-1-44,eleven inch hand closed harvey 's numbing elbow
doyle-1-44,'ll put little gristle 'fore 've done young feller n't think worse ye fer anythin thet 's gone
doyle-1-44,n't fairly responsible
doyle-1-44,go right abaout business wo n't take hurt
doyle-1-45,'re white dan harvey regained deck flushed tips ears
doyle-1-46,n't feel
doyle-1-47,n't mean way
doyle-1-47,heard dad
doyle-1-47,dad allows n't think worse man dad 's give away
doyle-1-47,hates mistook jedgments
doyle-1-47,ho
doyle-1-47,ho
doyle-1-47,onct dad jedgment 'd sooner dip colours british change
doyle-1-47,'m glad 's settled right eend
doyle-1-47,dad 's right says ca n't take back
doyle-1-47,'s livin make fishin
doyle-1-47,men 'll back like sharks dead whale ha'af hour
doyle-1-48,harvey
doyle-1-48,supper course
doyle-1-48,n't stummick tell
doyle-1-48,'ve heap learn
doyle-1-49,'guess harvey dolefully looking tangle ropes blocks overhead
doyle-1-50,'s daisy dan enthusiastically misunderstanding look
doyle-1-50,wait till mainsail 's bent walks home salt wet
doyle-1-50,'s work first though
doyle-1-50,pointed darkness open main hatch two masts
doyle-1-51,'s
doyle-1-51,'s empty harvey
doyle-1-52,hev got fill dan
doyle-1-52,'s fish goes
doyle-1-53,alive
doyle-1-53,harvey
doyle-1-54,well
doyle-1-54,'re 's ruther dead flat salt
doyle-1-54,'s hundred hogshead salt bins hai n't n covered dunnage
doyle-1-55,fish though
doyle-1-56,'in sea say boats pray dan quoting fisherman 's proverb
doyle-1-56,come last night 'baout forty 'em
doyle-1-57,pointed sort wooden pen front quarter deck
doyle-1-58,'ll sluice 're
doyle-1-58,'send 'll hev full pens night
doyle-1-58,'ve seen ha'af foot fish waitin clean stood tables till splittin instid sleepy
doyle-1-58,yes 're comin naow
doyle-1-58,dan looked low bulwarks half dozen dories rowing towards shining silky sea
doyle-1-59,'ve never seen sea low harvey
doyle-1-59,'s fine
doyle-1-60,low sun made water purple pinkish golden lights barrels long swells blue green mackerel shades hollows
doyle-1-60,schooner sight seemed pulling dories towards invisible strings little black figures tiny boats pulled like clockwork toys
doyle-1-61,'ve struck good dan half shut eyes
doyle-1-61,manuel hai n't room fer another fish
doyle-1-61,low ez lily pad still water ai n't
doyle-1-62,manuel
doyle-1-62,n't see tell 'em 'way
doyle-1-63,last boat south'ard
doyle-1-63,f'und last night dan pointing
doyle-1-63,manuel rows portugoosey ye ca n't mistake
doyle-1-63,east 's heap better n rows pennsylvania
doyle-1-63,loaded saleratus looks
doyle-1-63,east see pretty string along humpy shoulders long jack
doyle-1-63,'s galway man inhabitin south boston live mostly mostly galway men good boat
doyle-1-63,north away yonder 'll hear tune minute tom platt
doyle-1-63,man war 's man old ohio first navy says go araound horn
doyle-1-63,never talks much else 'cept sings fair fishin luck
doyle-1-63,tell
doyle-1-64,melodious bellow stole across water northern dory
doyle-1-64,harvey heard something somebody 's hands feet cold
doyle-1-65,bring forth chart doleful chart see mountings meet
doyle-1-65,clouds thick around heads mists around feet
doyle-1-66,full boat dan chuckle
doyle-1-66,gives us captain 's toppin full
doyle-1-67,bellow continued
doyle-1-68,naow thee capting earnestly pray shall never bury church cloister grey
doyle-1-69,double game tom platt
doyle-1-69,'ll tell old ohio morrow
doyle-1-69,'see blue dory behind
doyle-1-69,'s uncle dad 's brother ef 's bad luck loose banks 'll fetch ag'in uncle salters sure
doyle-1-69,look tender 's rowin
doyle-1-69,'ll lay wage share 's man stung day 's stung good
doyle-1-70,'ll sting
doyle-1-70,harvey getting interested
doyle-1-71,strawberries mostly
doyle-1-71,punkins sometimes sometimes lemons cucumbers
doyle-1-71,yes 's stung elbows
doyle-1-71,man 's luck 's perfectly paralysin
doyle-1-71,naow 'll take holt tackles h'ist 'em
doyle-1-71,true told jest never done hand 's turn work born life
doyle-1-71,must feel kinder awful n't
doyle-1-72,'m going try work anyway harvey replied stoutly
doyle-1-72,'s dead new
doyle-1-73,lay holt tackle
doyle-1-73,behind ye
doyle-1-74,harvey grabbed rope long iron hook dangling one stays mainmast dan pulled another ran something called topping lift manuel drew alongside loaded dory
doyle-1-74,portuguese smiled brilliant smile harvey learned know well later short handled fork began throw fish pen deck
doyle-1-74,two hundred thirty one shouted
doyle-1-75,give hook dan harvey ran manuel 's hands
doyle-1-75,slipped loop rope dory 's bow caught dan 's tackle hooked stern becket clambered schooner
doyle-1-76,pull
doyle-1-76,shouted dan harvey pulled astonished find easily dory rose
doyle-1-77,hold n't nest crosstrees
doyle-1-77,dan laughed harvey held boat lay air head
doyle-1-78,lower away dan shouted harvey lowered dan swayed light boat one hand till landed softly behind mainmast
doyle-1-78,n't weigh nothin empty
doyle-1-78,thet right smart fer passenger
doyle-1-78,'s trick sea way
doyle-1-79,ah ha
doyle-1-79,manuel holding brown hand
doyle-1-79,pretty well
doyle-1-79,time last night fish fish
doyle-1-79,fish fish
doyle-1-79,eh wha
doyle-1-80,'m 'm ever grateful harvey stammered unfortunate hand stole pocket remembered money offer
doyle-1-80,knew manuel better mere thought mistake might made would cover hot uneasy blushes bunk
doyle-1-81,thankful
doyle-1-81,manuel
doyle-1-81,shall leave dreeft dreeft around banks
doyle-1-81,fisherman eh wha
doyle-1-81,ouh
doyle-1-81,auh
doyle-1-81,bent backward forward stiffly hips get kinks
doyle-1-82,cleaned boat day
doyle-1-82,busy
doyle-1-82,struck queek
doyle-1-82,danny son clean
doyle-1-83,harvey moved forward
doyle-1-83,something could man saved life
doyle-1-84,dan threw swab leaned dory mopping slime clumsily great good
doyle-1-84,hike foot boards slide grooves dan
doyle-1-84,swab 'em lay 'em
doyle-1-84,never let foot board jam
doyle-1-84,ye may want bad day
doyle-1-84,'s long jack
doyle-1-85,stream glittering fish flew pen dory alongside
doyle-1-86,manuel take tackle
doyle-1-86,'ll fix tables
doyle-1-86,harvey clear manuel 's boat
doyle-1-86,long jack 's nestin top
doyle-1-87,harvey looked swabbing bottom another dory head
doyle-1-88,jest like injian puzzle boxes ai n't
doyle-1-88,dan one boat dropped
doyle-1-89,takes ut like duck water long jack grizzly chinned long lipped galway man bending fro exactly manuel done
doyle-1-89,disko cabin growled hatchway could hear suck pencil
doyle-1-90,wan hunder forty nine half bad luck ye discobolus
doyle-1-90,long jack
doyle-1-90,'m murderin meself fill pockuts
doyle-1-90,slate ut bad catch
doyle-1-90,portugee bate
doyle-1-91,whack came another dory alongside fish shot pen
doyle-1-92,two hundred three
doyle-1-92,let 's look passenger
